id,word,correct_sense_id,text
6472,hold,197,2) Congressional representatives have two basic responsibilities while voting in office -- dealing with national issues (programmatic actions such as casting roll call votes on legislation that imposes costs and\/or confers benefits on the population at large) and attending to local issues (constituency service and pork barrel). 3) Republican congressional representatives<com> because of their belief in a minimalist state<com> are less willing to engage in local benefit-seeking than are Democratic members of Congress. If these assumptions **hold**<com> voters in races for Congress face what in economic theory is called a prisoner<qu>s dilemma and have an incentive<com> at the margin<com> to lean Democratic. If they put a Republican into office<com> not only will they acquire less in terms of local benefits but their selected legislator will be relatively powerless to prevent other legislators from <qu>bringing home the bacon<qu> to their respective constituencies. Each legislator<com> after all<com> is only one out of 535 when it comes to national policy making.
6503,hope,58,But according to Doug Madison<com> a corporate trader with Bank of America in Los Angeles<com> a large number of short positions must first be corrected<com> spurring a temporary upswing<com> before the unit can turn lower. He predicts a downward move in dollar-mark trade and a less dramatic slip in dollar-yen<com> noting that there continues to be a large pool of Japanese investor interest in U.S. securities<com> which could provide a solid base for the dollar at around 140 yen. Market participants **hope** today<qu>s GNP report will offer more substantial evidence on U.S. economic growth<com> although analysts are quick to point out that the figures may overstate the economy<qu>s vigor. <qu>The <qu>r<qu> word is looming again<com><qu> says one dealer<com> referring to persistent concern among some market analysts that the U.S. economy is heading toward a major slowdown if not a recession. Some dealers note that while the third-quarter figures may appear relatively bullish -- the market consensus calls for a 2.5% annual growth rate<com> unchanged from the second-quarter rate -- it would take a significantly stronger figure to alter market perceptions that the economy is softening.
6519,hope,58,For now<com> defense attorneys are tight-lipped about their plans. Max Gitter<com> another GAF defense attorney<com> said yesterday<com> <qu>As we go in for the third time<com> Yogi Berra<qu>s famous line is apt : <qu>It<qu>s deja vu all over again.<qu><qu> DALKON SHIELD CLAIMANTS **hope** to stop reorganization-plan appeal. Attorneys for more than 18<com>000 women who claim injuries from the Dalkon Shield contraceptive device have asked the U.S. Supreme Court to refuse to hear an appeal of the bankruptcy-law reorganization plan for A.H. Robins Co.<com> which manufactured the device. The dispute pits two groups of claimants against each other.
6598,hour,152,White House aides said that although they made a small compromise on the length of a training wage<com> the final minimum-wage increase will meet the standards set by Mr. Bush. The bill vetoed by the president in June<com> which the House failed to override<com> would have lifted the minimum wage to $4.55 an hour by late 1991<com> with a training wage for up to two months<com> generally for a worker<qu>s first job. Mr. Bush had been holding out for a bill boosting the wage floor to $4.25 an **hour** by the end of 1991<com> coupled with a six-month training wage for workers newly hired by any employer. Under the compromise<com> the $4.25 level would be reached nine months earlier<com> while the training subminimum would be shorter<com> unless it is tied to a training plan. Democrats argued that the training wage was a way of allowing employers to pay less than the minimum wage<com> while new workers need far less than six months to be trained for their jobs.
6607,hour,152,Earlier this year<com> President Bush made a final <qu>take-it-or-leave it<qu> offer on the minimum wage : an increase to $4.25 an **hour** over three years<com> and only if accompanied by a lower wage for the first six months of a job. Now<com> the White House has decided to accept the higher wage over only two years. The sub-minimum wage would apply only to first-time teen-age workers for 90 days.
6624,hour,154,Nor do analysts expect the Sansui deal to touch off a fresh wave of foreign purchases. If the strong yen and the high stock prices of Japanese companies were n<qu>t deterrents enough<com> webs of cross-shareholdings between friendly Japanese companies and fiercely independent Japanese corporate attitudes repel most would-be acquirers. Usually when a Japanese company is ready to sell<com> it has few alternatives remaining<com> and the grim demeanors of Sansui<qu>s directors at a joint news conference here left little doubt that this was not the company<qu>s finest **hour**. Sansui was once one of Japan<qu>s premier makers of expensive<com> high-quality stereo gear for audiophiles. But in recent years<com> the market has moved toward less expensive <qu>mini-component<qu> sets<com> miniaturized amplifiers and receivers and software players that could be stacked on top of each other.
6633,hour,152,Owners of the building in New York say they will be asking $50 per square foot for rent to fill the space that Exxon is vacating. In Texas<com> taxes and development costs are also lower<com> they said. Plus<com> one Exxon official said<com> by eliminating the typically long New York commutes between office and home<com> management will expect employees to work 40 **hours** a week in Dallas<com> rather than a 35-hour work week in New York.
6673,hour,152,The 4.9 million-share volume flowing through the Jacobson specialist operation was about five times normal for the stock. The heavy buying in the last half hour led the specialists to take special steps. The Bear Stearns order that marked the late-day turnaround caused a <qu>massive buying effort<qu> as UAL jumped $20 a share to $170 in the last half **hour**<com> said Mr. Bates. With 15 seconds of trading to go<com> Mr. Jacobson<com> with what voice he had left<com> announced to the trading mob : <qu>We<qu>re going to trade one price on the bell.<qu> That meant no trading would occur in the final seconds<com> as a way of making sure that last-second orders are n<qu>t subjected to a sudden price swing that would upset customers.
6676,hour,152,In sum<com> the biases ennumerated above indicate a 0.7 percentage point understatement in growth of total real GNP. For the private domestic business economy<com> the bias was a bit over 0.5 percentage point. In other words<com> the growth rates of both total GNP and real private business product per labor **hour** have been underestimated by about 20%. Mr. Kendrick is professor emeritus of economics at George Washington University. He is co-author of <qu>Personal Productivity : How to Increase Your Satisfaction in Living<qu> (M.E. Sharp<com> 1988).
6706,hour,152,In return for an ownership stake in the company<com> the pilots were willing to agree to a seven-year contract that included a no-strike clause and significant wage concessions and productivity gains the union previously resisted. That contract was tied to the success of the buy-out. As a <qu>good-will measure<com><qu> the pilots had been working four extra **hours** a month and had agreed to fly UAL<qu>s two new Boeing 747-400 aircraft. It<qu>s uncertain if the pilots will continue to do so without a contract settlement. The union said late last night that it is still committed to majority employee ownership and that the labor disputes that faced the company prior to the buy-out effort <qu>still need to be addressed.<qu>
6731,hour,152,But a few days later the police accused him of stealing electricity<com> acquiring rubber without permission and buying stolen property. Warned he was to be jailed again<com> he fled to the countryside. His family was given three **hours** to leave before the house and contents were confiscated. With only the clothes they were wearing<com> family members moved to a home owned by one of Mr. Chan<qu>s sons. After six months on the run<com> Mr. Chan learned the order for his arrest had been canceled.
6771,hour,152,When Nucor Corp. begins shipping steel from the world<qu>s first thin-slab plant this month<com> it will begin testing the competitive mettle of its giant competitors. The new technology<com> which creates a very thin piece of steel<com> radically reduces the costs of making flat-rolled sheets. An ebullient Kenneth Iverson<com> Nucor<qu>s chairman<com> says the company<qu>s plant eventually will make a ton of steel in 1.5 man hours<com> compared with four to six man **hours** at a conventional mill. <qu>We<qu>ve had the Russians and Chinese<com> and people from India visiting us<com><qu> Mr. Iverson beams. <qu>Everyone in the world is watching us very closely.<qu>
6796,improve,133,Citing figures on home-equity loans<com> he notes that <qu>11% of homeowners had home-equity credit accounts<com> but the proportion rises to 16% of homeowners in the $45<com>000-$60<com>000 income range and 23% of homeowners with income above $60<com>000.<qu> And much home-equity credit is used conservatively. <qu>The most frequent use is home improvement<com> which presumably **improves** the value of the property<com><qu> Mr. Durkin says. So<com> it is n<qu>t surprising that consumer-credit delinquencies at banks remain<com> as the chart shows<com> reassuringly below some earlier highs (see accompanying illustration -- WSJ Oct. 23<com> 1989). A severe recession could<com> of course<com> raise delinquency rates<com> but so far the current levels of consumer debt do n<qu>t seem to loom as a major threat.
6822,job,117,Carl Schramm<com> president of the Health Insurance Association of America<com> scoffs at <qu>capitalists who want to socialize the entire financing system<qu> for health. <qu>They hope they can buy some government cost discipline<com><qu> but this is a false hope<com> Mr. Schramm says. He asserts that government has done an even worse **job** of controlling its health bill than business. So far neither the Bush administration nor Congress is prepared to lead the way toward revamping health care. The administration lacks a comprehensive health-care policy.
6856,job,116,Even stranger is the case of Usha Rectifier<com> a semiconductor company with 1988 sales of $28 million that<qu>s raising $270 million to build an iron plant. Once the money is raised<com> it is n<qu>t always certain how it is used. Larsen & Toubro<com> for example<com> says it<qu>s raising $570 million to use as supplier credit on large engineering **jobs**. Unlike other companies<com> it has n<qu>t pin-pointed specific projects for the funds. And even when specific projects are described in prospectuses<com> the money often is used elsewhere<com> according to analysts.
6889,job,116,Among the rules : Pretend Nothing Happened As if he were still in his old **job**<com> Mr. Wright<com> by resigning with his title instead of being forced from his job<com> by law enjoys a $120<com>000 annual office expense allowance<com> three paid staffers<com> up to $67<com>000 for stationery and telephones and continued use of the franking privilege. Not to mention a generous federal pension. There is also a busy schedule of speaking engagements at $10<com>000 a pop<com> at tony places including the Yale Political Union.
6913,job,116,<qu>In our formula<com> we do n<qu>t have any losers except the competition.<qu> What managers really fear is that the pro-union movement could spread beyond the pilots. Under federal transportation law<com> a government mediator is attempting to reconcile the melding of Tiger<qu>s **job** classifications into Federal<qu>s. Depending on the outcome<com> the merged company may face union elections this fall among airplane mechanics<com> ramp workers<com> stock clerks and flight dispatchers. These groups constitute up to 10% of its work force.
6916,job,117,Tandy said consumer electronics sales at its Radio Shack stores have been slow<com> partly because of a lack of hot<com> new products. <qu>Radio Shack continues to be lackluster<com><qu> said Dennis Telzrow<com> analyst with Eppler<com> Guerin & Turner in Dallas. He said Tandy <qu>has done a decent **job**<qu> increasing sales by manufacturing computers for others and expanding sales of its Grid Systems Corp. subsidiary<com> which sells computers to bigger businesses<com> but <qu>it<qu>s not enough to offset the problems at Radio Shack.<qu> Sales at Radio Shack stores open more than a year grew only 2% in the quarter from a year earlier<com> he said. As a result<com> Mr. Telzrow said he cut his fiscal 1990 per-share earnings estimate for Tandy to $4.05 from $4.20.
6931,job,118,A survey of small businesses there was conducted this spring by Interface<com> a policy research organization. It gave 1<com>124 businesses a questionnaire and analyzed 353 responses. The survey found that over a three-year period 22% of the firms said employees or owners had been robbed on their way to or from work or while on the **job**. Seventeen percent reported their customers being robbed. Crime was the reason that 26% reported difficulty recruiting personnel and that 19% said they were considering moving.
6997,join,393,The Canadian government<com> with a view to becoming more politically active in Latin America<com> is expected to announce tomorrow its application to join the Organization of American States<com> a Washington-based regional agency. The expected Canadian move has been welcomed by the Bush administration even though Canada has opposed such U.S. actions as the trade embargo against Cuba<com> the invasion of Grenada and the military support for Nicaragua<qu>s Contra guerrillas. Latin American countries have long urged Canada to **join** the OAS in the hopes that it would be a counterweight to the U.S.<com> which for many years tended to dominate the 32-nation organization. Even though the U.S. also has supported Canadian membership<com> it has n<qu>t been a Washington priority. <qu>The fact that we might not side with the Americans may be a reason why Canada<qu>s membership in the OAS has n<qu>t been<com> over the years<com> an item high on the U.S. agenda<com><qu> said Allan Gotlieb<com> former Canadian ambassador to the U.S..
7034,join,393,Gandhi<qu>s family has ruled independent India for all but five years of its 42-year history. The Soviet Union abstained from a U.N. General Assembly vote to reject Israel<qu>s credentials. It was the first time in seven years that Moscow has n<qu>t **joined** efforts<com> led by Moslem nations<com> to expel Israel from the world body<com> and was viewed as a sign of improving Soviet-Israeli ties. Israel was seated by a vote of 95-37<com> with 15 abstentions. Black activist Walter Sisulu said the African National Congress would n<qu>t reject violence as a way to pressure the South African government into concessions that might lead to negotiations over apartheid.
7065,keep,304,Oleg A. Grinevsky<com> the chief Soviet negotiator in the conventional-arms talks<com> argued that this would mean the Soviets would have to destroy some 1<com>800 tanks<com> while the U.S. would lose none because it has no light tanks in Europe. But the issue is stickier than it seems. France<com> Britain and Italy all have light tanks they would like to **keep** out of the talks. And some U.S. Army analysts worry that the proposed Soviet redefinition is aimed at blocking the U.S. from developing lighter<com> more transportable<com> high-technology tanks. Defining combat aircraft is even tougher.
7066,keep,297,They argue that the bigger danger would be that the West would delay action so long that the Soviets might back away from the current conciliatory attitude. <qu>So what if you miss 50 tanks somewhere ?<qu> asks Rep. Norman Dicks (D.<com> Wash.)<com> a member of the House group that visited the talks in Vienna. <qu>The bottom line is that if we can get that { Warsaw Pact } superiority brought down to parity<com> we ought to **keep** pressing ahead as quickly as possible. I worry more about things becoming so unraveled on the other side that they might become unable to negotiate.
7076,keep,297,But the stark numbers yesterday -- when 282 votes were needed -- indicate the president is in a commanding position for at least this year. <qu>Unless he changes<com> they lose<com><qu> said a Democratic leadership aide. The action came as Congress sent to the president last night a stopgap spending bill to **keep** the government operating through Nov. 15 and provide $2.85 billion in emergency funds to assist in the recovery from Hurricane Hugo and the California earthquake. By a lopsided 97-1 margin<com> the Senate approved the measure after attaching further provisions sought by the influential California delegation and<com> despite reservations<com> the House adopted the bill on a 303-107 roll call. The package is more than $1 billion above the recommendations of Budget Director Richard Darman this week.
7077,keep,297,IBM<com> which said a year ago it was inviting companies to participate in some semiconductor work<com> has become far more open about its technology as it has tried to rally U.S. industry to head off the Japanese<com> who now dominate the market for dynamic random access memory chips. While IBM<com> Armonk<com> N.Y.<com> makes the bulk of the DRAMs it uses<com> it doesn<qu>t make the equipment needed to produce those chips. And IBM worries that the Japanese will take over that equipment market<com> too<com> unless U.S. semiconductor companies produce enough memory chips here to **keep** U.S. equipment makers healthy. Failure of U.S. equipment makers<com> IBM fears<com> would leave it dependent on many of the Japanese companies that compete with it in other parts of the market. IBM also said it expects to benefit from the expertise that Motorola and other companies can bring to bear on the difficult problems involved in semiconductor manufacturing.
7096,keep,300,Consistently<com> D.T. was over-optimistic about its chances<com> which it continually sized up<com> in numerical form. When most spectators thought its position hopeless<com> the computer thought it was only<com> in effect<com> one-half of a pawn down. Such evaluations met with derision<com> and **kept** the machine from resigning as soon as humans would have -- prompting more derision. While D.T. shuffled its king back and forth in a defensive crouch<com> Mr. Kasparov maneuvered the knight to a dominant outpost. He also launched a kingside storm<com> sacrificing a pawn to denude D.T.<qu>s king.
7153,keep,297,Then suddenly Ike<qu>s ghost came to visit and said<com> <qu>What the hell are you doing planning for a land war in Asia 12<com>000 miles away ? We<qu>d get our asses kicked.<qu> Lucky for Cap<com> Ike was easygoing and soon went away<com> while the shah -- he **kept** coming back. So the U.S. found itself paying about $2 billion in baksheesh to various Arab potentates for basing rights around the Indian Ocean. We had great success in Somalia.
7171,keep,297,All but the most rabid of Confederate flag wavers admit that the Old Southern tradition is defunct in actuality and sigh that its passing was accompanied by the disappearance of many genteel and aristocratic traditions of the reputedly languid ante-bellum way of life. Many earlier writers<com> mourning the demise of the old order<com> tended to romanticize and exaggerate this <qu>gracious Old South<qu> imagery<com> creating such lasting impressions as Margaret Mitchell<qu>s <qu>Tara<qu> Plantation. Modern writers<com> who are supposed to **keep** their fingers firmly upon the pulse of their subjects<com> insist upon drawing out this legend<com> prolonging its burial<com> when it well deserves a rest after the overexploitation of the past century. Perhaps these writers have been too deeply moved by this romanticizing;; but they can hardly deny that<com> exaggerated or not<com> the old panorama is dead. As John T. Westbrook says in his article<com> <qu>Twilight Of Southern Regionalism<qu> (Southwest Review<com> Winter 1957) : <qu>The miasmal mausoleum where an Old South<com> already too minutely autopsied in prose and poetry<com> should be left to rest in peace<com> forever dead and (let us fervently hope) forever done with<qu>.
7205,keep,297,Look at thum. That goddamn redheader was the worst. He **kept** sayin<com> not me<com> not me<com> I do n<qu>t wanta wind up like em. But I told him<com> goddammit. <qu>I told him<qu><com> he said aloud They<qu>ll get the guys that done it.
7248,keep,297,Our camp was in the center of a wide valley. Montero had set up a strong position<com> using every bale and box we had in addition to barricades of logs and brush. He had ordered the ponies brought inside the fortified circle and had assigned Pierre and a band of picked engages the job of trying to **keep** them steady under fire. The pony herd was the one flaw in our defense;; the Rees undoubtedly would try to cut down as many of the animals as possible. Wildly bucking horses would make the position difficult to defend against charging warriors.
7289,keep,304,He was not reduced to poverty<com> but his job at the steel company had become a real job and not a method of passing the day. John was good at his job. It probably wasn<qu>t hard for him to **keep** his nose to the grindstone with nothing but Edythe to come home to. Though that may be unfair since Ben Cooper<com> John<qu>s first son<com> came along early in 1938<com> the cutest baby you ever saw and a blessing that he looked all Cooper from fontanel to pink toes<com> nary a trace of Edythe. But the continuing charm of the other children -- Sally in 1940 and Jack in 1944 -- and all John<qu>s success at his work only made Edythe<qu>s dizziness and general uselessness more glaring.
7294,keep,298,For a moment<com> anger darkened the hallway about her<com> and when she found her voice<com> anger thickened it. <qu>That does it<qu> ! ! She said. <qu>I<qu>ll **keep** Cathy for two weeks. Then<com> if Myra does nothing about fetching her<com> I<qu>ll pack her right back to her mother -- if I have to take her myself<qu> ! ! Her hand tightened on the receiver.
7326,kill,63,Ortega had threatened to end a 19-month-old ceasefire. Baker<qu>s remarks came as the White House urged both sides to honor the truce. The USS Lexington returned to dock in Pensacola<com> Fla.<com> following an accident Sunday in which the pilot of a training jet crashed into the ship<com> **killing** five sailors. The captain of the aircraft carrier<com> the oldest in the Navy<com> said the flier was making his first attempt to land on a carrier. Four people torched three U.S. flags on the central steps of the U.S. Capitol in a bid to test a new federal law protecting the American flag from desecration.
7351,kill,63,The law firm has filed a friend-of-the-court brief jointly with the Washington Legal Foundation<com> a conservative legal group. The key issue in the case<com> which the law firm is handling without a fee<com> or pro bono<com> is whether a person sentenced to death can voluntarily waive his rights of appellate review. The murderer<com> Ronald Gene Simmons<com> was convicted of **killing** 14 people. Another murderer on death row has appealed Mr. Simmons<qu>s death sentence in a <qu>next friend<qu> capacity. Wilmer Cutler<qu>s brief argues that there is no mandatory appellate review of capital sentences and that the inmate who filed the appeal lacks proper standing.
7353,kill,63,As it now stands<com> the U.S. can bomb Tripoli<com> but ca n<qu>t <qu>assassinate<qu> Colonel Gadhafi. It can send a fighter squadron to strafe terrorist hideouts in the Bekaa Valley<com> but ca n<qu>t shoot Abu Nidal. Both the assassination order and the quality of debate in Washington are telling the world that the only way the U.S. will **kill** a madman is by making sure we take some innocent civilians with him.
7375,kill,63,The gun would fire or not<com> just as chance willed. I put a lot more trust in my two legs than in the gun<com> because the most important thing I had learned about war was that you could run away and survive to talk about it. The gunfire<com> which was so near that it seemed just a piece up the road now<com> stopped for long enough to count to twenty;; and in that brief interval<com> a redcoat officer came tearing down the road<com> whipping his horse fit to **kill**. I do n<qu>t know whether he was after our rider<com> who had gone by a minute before<com> or whether he was simply scouting conditions;; but when he passed us by<com> a musket roared<com> and he reared his horse<com> swung it around<com> and began to whip it back in the direction from which he had come. He was a fine and showy rider<com> but his skill was wasted on us.
7397,kill,63,He stressed the wild beauty of the mountains<com> and the jungles. He did n<qu>t tell her the truth he now freely admitted to himself. He could n<qu>t stop **killing**. That was his true love<com> not Penny. The terrible power of a gun<com> the thing that blasted the soul out of a living body<com> man or beast<com> was one he never wanted to lose.
7467,lead,176,The company unveiled more than 50 products<com> mostly software<com> that are designed to integrate the three areas of a manufacturing operation -- the plant floor<com> design operations and production planning. The aim<com> ultimately<com> is to increase the flow of information into a manufacturer<qu>s main computer network for use in business planning<com> marketing and other operations. Manufacturers have already spent so heavily on automation that they are one of the computer industry<qu>s **leading** revenue sources. But many manufacturers find that communication between different computers has been rendered nearly impossible by the babel of computer languages used by different machines<com> including robots and machine tools. IBM<qu>s announcement<com> which was expected and will formally be made to customers today<com> also marks an attempt to gain credibility on the plant floor<com> where Digital Equipment Corp. has long dominated and where Hewlett-Packard Co. has recently gained market share.
7471,lead,176,But most lawyers accept that the marketplace has spoken. And the question remains whether the jury system can maintain its integrity while undergoing such a skillful massage. For more than a decade<com> Mr. Etzioni<com> the sociologist<com> has been a **leading** critic of the masseurs. <qu>There<qu>s no reason to believe that juries rule inappropriately<com><qu> he says. <qu>But the last thing you want to do is manipulate the subconscious to make them think better.
7473,lead,176,Kraft recently agreed to spend an additional $3 million on similar programs through 1990. Bill Murphy<com> director of the new marketing unit<com> said Meredith is negotiating other large-scale packages with leading companies in several product categories<com> but he would n<qu>t disclose their names. Sources close to the company and ad agencies that work with Meredith said **leading** advertisers in consumer electronics<com> packaged goods and automotive products were among those negotiating ad packages with the Meredith group. Other magazine publishing companies have been moving in the same direction. The New York Times Co.<qu>s Magazine Group earlier this year began offering advertisers extensive merchandising services built around buying ad pages in its Golf Digest magazine.
7474,lead,176,Ironically<com> American Airlines<qu> attempt to **lead** industry prices higher was reported in the same issue as your survey showing that consumers had the least confidence in the airline industry (Sept. 20). You quote Robert Crandall<com> chairman of American<qu>s parent<com> AMR Corp.<com> as having said that discount deals for big customers would be <qu>dumb<qu> because <qu>you will go to Detroit because you have to go to Detroit whether the fare is $175<com> $275 or $375.<qu> Even if Mr. Crandall is correct<com> he of all people must realize our society relies on competition to keep prices at a competitive level.
7476,lead,176,But Takashi Kitamura<com> director of the biology department at Japan<qu>s National Institute of Health and secretary of the government<qu>s AIDS-research center<com> said<com> <qu>I<qu>m not so optimistic of its future use in therapeutic methods.<qu> He said some infected cells may not have the relevant antigen and so would n<qu>t be killed even after exposure to the antibody. <qu>The results seem to be very premature<com><qu> said Mitsuru Miyata<com> editor of Nikkei Biotechnology<com> a **leading** Japanese industry newsletter. Dr. Kobayashi responded that he thought the antibody could potentially kill all infected cells. But he and Dr. Yonehara said there were still several uncertainties<com> particularly regarding possible side effects.
7477,lead,176,France<qu>s industrial production index for July and August rose 1% from June and was up 4.6% from a year ago<com> according to seasonally adjusted data from the National Statistics Institute. The state agency<com> which usually publishes the data on monthly basis<com> but traditionally combines the index for the two summer-holiday months<com> said the advance was **led** by output of consumer goods<com> which rose 3.5% from June and was up 7.2% from a year earlier. Semifinished goods turned in a strong showing<com> with a monthly rise of 2% and a year-on-year advance of 3%. Food production was ahead 1.7% from June and 5.3% from a year earlier.
7493,lead,176,But when the dollar rises against major foreign currencies<com> as it did for much of this year<com> the dollar value of these funds declines. All three funds posted negative returns for the year to date. Of the funds that fared the worst in the post-Oct. 13 week<com> two are heavily invested in airlines stocks<com> which **led** the market slide following problems with financing for the UAL Corp. buy-out plan. Reflecting airline takeover activity<com> however<com> both the Fidelity Select Air Transportation Portfolio and the National Aviation & Technology fund posted better-than-average returns for the the year to date : 30.09% for the Fidelity Air Transportation fund and a whopping 47.24% for National Aviation & Technology. The small drop in equity funds in general in the latest week may not necessarily be a good sign<com> said A. Michael Lipper<com> president of Lipper Analytical.
7519,lead,176,The Arab states<com> always bitterly resentful of U.S. support toward Israel<com> realized they held an irresistable weapon -- oil. Early in October<com> six Arab nations in the Persian Gulf jacked up prices sharply. On Oct. 22<com> **led** by Saudi Arabia<com> the world<qu>s largest exporter<com> they embargoed oil shipments to the U.S. and to the Netherlands<com> Israel<qu>s staunchest European ally. The timing was perfect. The Arabs had tried embargos before.
7598,lead,176,My enemies were only too anxious to level against me such charges as <qu>reactionary<qu><com> <qu>robber baroness<qu><com> and even <qu>traitor<qu> ! ! Traitor indeed ! ! I point now with pride to the fact that<com> long ere the Committee on Un-American Activities<com> the Minute Women<com> the Economic Council and other such notable <qu>watchdog<qu> organizations were so much as heard of<com> I was Hollywood<qu>s **leading** bulwark against communism<com> fighting single-handedly <qu>creeping socialism<qu> against such insuperable odds as the Fascio-Communist troops of the NRA<com> PWA<com> WPA<com> CCC and an army of more than twenty-two million mercenaries whom F.D.R. employed secretly<com> through the transparent ruse of regular <qu>relief<qu> checks. Needless to say<com> my art suffered drastically during this turbulent period. Could it do otherwise ? ?
7602,maintain,207,Call Jim Wright<qu>s office in downtown Fort Worth<com> Texas<com> these days and the receptionist still answers the phone<com> <qu>Speaker Wright<qu>s office.<qu> The former congressman<com> who resigned as speaker of the House after an investigation of his financial dealings<com> is ensconced in his district office<com> **maintained** by taxpayers on a $200<com>000 allowance. He is negotiating a rich book contract to boot. One of the hottest tickets on Washington<qu>s social calendar this fall was a charity benefit honoring former Congressman Tony Coelho<com> who landed a million-dollar job on Wall Street after resigning over a controversial junk-bond investment last summer.
7608,maintain,207,Determining when handicapped access is required can be a nightmare for architects<com> says Mark Dooling<com> president of Dooling & Co.<com> a Newton<com> Mass.<com> architectural firm. There is such a maze of federal<com> state and local codes that <qu>building inspectors are backing away from interpreting them<com><qu> Mr. Dooling says. Taxi<com> leasing and other companies that **maintain** fleets of vehicles devote substantial resources to complying with state insurance laws and a host of agencies. <qu>It<qu>s very costly and time-consuming<com><qu> says Phil Rosen<com> a partner in Fleet & Leasing Management Inc.<com> a Boston car-leasing company. One senior executive at his firm spends nearly 20% of his time on insurance<com> he says.
7651,maintain,207,The difference came down to this : The Southern States insisted that the United States was<com> in last analysis<com> what its name implied -- a Union of States. To their leaders the Constitution was a compact made by the people of sovereign states<com> who therefore retained the right to secede from it. This right of the State<com> its upholders contended<com> was essential to **maintain** the federal balance and protect the liberty of the people from the danger of centralizing power in the Union government. The champions of the Union maintained that the Constitution had formed<com> fundamentally<com> the united people of America<com> that it was a compact among sovereign citizens rather than states<com> and that therefore the states had no right to secede<com> though the citizens could. Writing to Speed on August 24<com> 1855<com> Lincoln made the latter point clear.
7677,management,141,The charge resulted from a settlement approved yesterday by the Massachusetts Department of Public Utilities. As expected<com> the settlement limits rate increases for three years and ties future charges to customers for operation of the troubled Pilgrim Nuclear Power Station to that plant<qu>s performance. In its order<com> the state regulatory agency said the company <qu>must be held accountable for the mistakes made in the **management** of the plant<qu>s operation.<qu> Pilgrim had been closed for 32 months.
7683,management,141,The British government retained the single golden share after selling its stake in Jaguar in The Conservative government<qu>s decision may reflect its desire to shed a politically sensitive issue well before the next election<com> expected in late 1991. <qu>It<qu>s now a very good time politically to get this over and done with<com><qu> observed Daniel Jones<com> professor of motor industry **management** at the University of Cardiff in Wales. The government<com> already buffeted by high interest rates and a slowing economy<com> has been badly hurt by last week<qu>s shake-up in Mrs. Thatcher<qu>s cabinet. At the same time<com> the government did n<qu>t want to appear to favor GM by allowing a minority stake that might preclude a full bid by Ford.
7684,management,142,Avery Inc. said it completed the sale of Uniroyal Chemical Holding Co. to a group led by **management** of Uniroyal Chemical Co.<com> the unit<qu>s main business. It valued the transaction at $800 million. Avery<com> which continues to operate a coal company it expects to sell at a loss<com> said in proxy materials it intends to seek control of one or more companies.
7703,management,141,Because of the early settlement<com> the Federal Reserve was unable to purchase bills for its system account. However<com> analysts expect the Fed to buy Treasury bills that were auctioned yesterday in the secondary market. The Treasury also held a hastily scheduled $2 billion sale of 51-cash **management** bills yesterday. Here are details of yesterday<qu>s three-month and six-month bill auction : Rates are determined by the difference between the purchase price and face value.
7729,management,141,Late Thursday<com> the Treasury said it needed to raise $17 billion quickly and would do so by issuing new securities this week. Credit market analysts expected the Treasury to cancel today<qu>s three-month and six-month sale and to sell $17 billion of cash management bills. Instead<com> the Treasury announced it would sell $2 billion of 51-day cash **management** bills today and said that the weekly sale of $15.6 billion of three-month and six-month bills will take place today<com> as usual<com> but the sale will settle tomorrow instead of Thursday. By moving the settlement date ahead<com> the Treasury can raise money under the $2.87 trillion debt ceiling that is in effect through tomorrow<com> after which it reverts to $2.8 trillion. The market also was hurt by rumors that Nippon Kangyo Kakumaru<com> a Japanese brokerage firm<com> was unloading some of the 30-year bonds it recently purchased.
7811,management,142,Investment bankers familiar with the company said Goodson is seeking a new bank credit line of $190 million and may have to sell additional newspapers. David N. Hurwitz<com> president and chief operating officer of Goodson<com> said in a telephone interview that the company doesn<qu>t currently have any plans to sell additional newspapers. Goodson said David Carr<com> former president of Ingersoll Publications<com> and Ray Cockburn<com> former senior vice president<com> would head the new in-house **management** team at Goodson<com> which had revenue of $225 million in 1988. The association between the two companies stretches back thirty years to a friendship between television producer Mark Goodson and Ingersoll founder Ralph Ingersoll. The latter<qu>s son<com> Ralph Ingersoll Jr.<com> took over the company and has been managing the Goodson properties and acting as an agent in the purchase of newspapers for Goodson.
7819,management,142,One analyst<com> who asked not to be identified<com> said he believes that the UAL pilots and management can put together a bid <qu>in the $225 area<com><qu> but that it could take three to four months to close. At that level<com> and given the uncertainty<com> he believes UAL stock should trade closer to Other observers note that UAL<qu>s board<com> having accepted a bid of $300 a share<com> might hold out for a new bid much closer to the original level -- even if it means that the **management** goes back to running the company for a while and lets things return to normal. By that logic<com> the closing of a deal could be much further away than three to four months<com> even though the eventual price might be higher. Investment bankers following UAL agree that the strongest impetus for an eventual deal is that the pilots have been attempting a buy-out for more than two years<com> and are n<qu>t likely to stop<com> having come so close to success.
7822,management,142,An Anacomp official said the Indianapolis computer-services concern had no comment on the group<qu>s share sales. In March<com> the group disclosed it held a 7.2% stake in Anacomp for investment purposes. It said then it had had and would continue to have discussions with Anacomp<qu>s **management** concerning its investment.
